#OTU ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4043,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_655,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfomicrobiaceae, Desulfomicrobium, 
OTU_2381,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_2500,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, RB40, , 
OTU_310,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae,,
OTU_2465,Bacteria,,,,,,
OTU_072,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,
OTU_2112,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_1307,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Parabacteroides, 
OTU_2736,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_3915,Bacteria, Proteobacteria, Deltaproteobacteria, Spirobacillales, , , 
OTU_083,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
OTU_4155,Bacteria, Proteobacteria, Betaproteobacteria,,,,
OTU_1989,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Providencia, 
OTU_3669,Bacteria, Actinobacteria, MB-A2-108, 0319-7L14, , , 
OTU_238,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Intrasporangiaceae, Terracoccus, 
OTU_2601,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2711,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, 
OTU_2877,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_1613,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2435,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_698,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, cellulovorans
OTU_3128,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, , 
OTU_362,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_3596,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2097,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Candidatus Xiphinematobacter, 
OTU_2787,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, EB1017, , 
OTU_2241,Bacteria, Acidobacteria, iii1-8, DS-18, , , 
OTU_3717,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, , , 
OTU_1315,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
OTU_880,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, , 
OTU_821,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_2771,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, , , 
OTU_1876,Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, , 
OTU_875,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteimonas, 
OTU_2235,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_3428,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae],,
OTU_4095,Bacteria, Planctomycetes, C6, d113, , , 
OTU_103,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1557,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, 
OTU_1928,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, 
OTU_3449,Bacteria, TM7, TM7-3, , , , 
OTU_2644,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3710,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_2587,Bacteria, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Cardiobacteriaceae, Cardiobacterium, 
OTU_828,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, Ellin6075, , 
OTU_2098,Bacteria, OD1, ABY1, , , , 
OTU_2075,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_524,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Niabella, 
OTU_688,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_258,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, butyricum
OTU_2541,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_198,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Streptomycetaceae, Streptomyces,
OTU_3838,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_4119,Bacteria, TM7, TM7-1, , , , 
OTU_2290,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, u114, 
OTU_3822,Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, , , 
OTU_847,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Arthrobacter, woluwensis
OTU_3183,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], DA101, 
OTU_1663,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, , 
OTU_916,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, , 
OTU_955,Bacteria, Cyanobacteria, Chloroplast, Chlorophyta, Chlamydomonadaceae, , 
OTU_3887,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3217,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3824,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_4231,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_3385,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_983,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae, , 
OTU_392,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus,
OTU_2047,Bacteria, TM7, TM7-1, , , , 
OTU_1811,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2002,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_736,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, 
OTU_1016,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_3067,Bacteria, Bacteroidetes, [Rhodothermi], [Rhodothermales], [Balneolaceae], , 
OTU_3598,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Myxococcaceae, , 
OTU_1090,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,
OTU_962,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Epulopiscium, 
OTU_2440,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Dialister, 
OTU_1569,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
OTU_4066,Bacteria, Acidobacteria, Sva0725, Sva0725, , , 
OTU_2773,Bacteria,,,,,,
OTU_156,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, amazonensis
OTU_3695,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_4138,Bacteria, Chloroflexi, Ellin6529, , , , 
OTU_937,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_2187,Bacteria, Acidobacteria, Acidobacteria-5, , , , 
OTU_3969,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae,,
OTU_1724,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1955,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2286,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_1619,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae,,
OTU_3491,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus, hitonicola
OTU_1376,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_2425,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_632,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2759,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_4025,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, Pythium, ultimum
OTU_047,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, , , 
OTU_3858,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Agromyces, mediolanus
OTU_2482,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_3453,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae,,
OTU_1587,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_4099,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2917,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Mycoplana, 
OTU_355,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Serpens, flexibilis
OTU_2203,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_1873,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_3748,Bacteria, Tenericutes, RF3, ML615J-28, , , 
OTU_3394,Bacteria, Proteobacteria, TA18, CV90, , , 
OTU_1844,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_3016,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_690,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, umsongensis
OTU_3471,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae,,
OTU_482,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, vadinHB04, 
OTU_3295,Bacteria,,,,,,
OTU_3220,Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, , 
OTU_040,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, henricii
OTU_832,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae, Terriglobus, 
OTU_1689,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_2201,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_630,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus,
OTU_2018,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, , 
OTU_618,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae,,
OTU_3223,Bacteria, Synergistetes, Synergistia, Synergistales, Dethiosulfovibrionaceae, HA73, 
OTU_1697,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_3306,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_4228,Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, , 
OTU_284,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, 
OTU_3315,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae,,
OTU_711,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
OTU_1590,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2175,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2209,Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma, 
OTU_2685,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
OTU_312,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, 
OTU_3677,Bacteria, OP11, OP11-3, , , , 
OTU_206,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, henricii
OTU_3584,Bacteria, Acidobacteria, DA052, Ellin6513, , , 
OTU_768,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, marcusii
OTU_3417,Bacteria,,,,,,
OTU_1097,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillospira, 
OTU_2732,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_3781,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_1589,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2637,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales,,,
OTU_3231,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_1758,Bacteria, Chloroflexi, TK10, AKYG885, Dolo 23, , 
OTU_2942,Bacteria, Chlamydiae, Chlamydiia,,,,
OTU_1825,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_3027,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae,,
OTU_4198,Bacteria, OD1, ZB2, , , , 
OTU_225,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, 
OTU_1313,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2379,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, , 
OTU_1044,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_3457,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_2791,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_3348,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_3354,Bacteria, Proteobacteria, Alphaproteobacteria, , , , 
OTU_3638,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
OTU_1810,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae,,
OTU_2416,Bacteria, Acidobacteria, DA052, Ellin6513, , , 
OTU_2343,Archaea, Euryarchaeota, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina, 
OTU_3541,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium, 
OTU_559,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae,,
OTU_2138,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
OTU_2168,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, Ellin6075, , 
OTU_2728,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, wittichii
OTU_1694,Bacteria, [Thermi], Deinococci, Deinococcales, Deinococcaceae, Deinococcus, 
OTU_2061,Bacteria, TM6, SJA-4, , , , 
OTU_439,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
OTU_1563,Bacteria, Spirochaetes, Spirochaetes, Spirochaetales, Spirochaetaceae,,
OTU_1077,Bacteria, Nitrospirae, Nitrospira, Nitrospirales, 0319-6A21, , 
OTU_2596,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_3917,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, , , 
OTU_075,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_1385,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_193,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Sediminibacterium, 
OTU_3855,Bacteria, Proteobacteria, TA18, PHOS-HD29, , , 
OTU_2897,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_045,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, lwoffii
OTU_2912,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_3863,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, 
OTU_4153,Bacteria, Proteobacteria, Deltaproteobacteria,,,,
OTU_3387,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_3979,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, 
OTU_1731,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, 
OTU_3339,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, 
OTU_2945,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
OTU_902,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, 
OTU_4170,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_414,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_3590,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae,,
OTU_2669,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteibacter, rhizovicinus
OTU_3071,Bacteria, Armatimonadetes, Chthonomonadetes, Chthonomonadales, Chthonomonadaceae, , 
OTU_570,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Citrobacter,
OTU_2426,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, mb2424, , 
OTU_1659,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae,,
OTU_1297,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_1324,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Leucobacter, 
OTU_850,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_566,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
OTU_3617,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_2065,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae,,
OTU_3249,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_3403,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_2362,Bacteria, TM6, SJA-4, , , , 
OTU_2149,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_2004,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2436,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_1454,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, dentocariosa
OTU_3305,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_3743,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_876,Bacteria, Proteobacteria, Alphaproteobacteria, Ellin329, , , 
OTU_925,Bacteria, Chloroflexi, TK10, B07 WMSP1, , , 
OTU_4123,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2977,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Chitiniphilus, shinanonensis
OTU_2442,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, 
OTU_1923,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_1723,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_1871,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
OTU_1076,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
OTU_2836,Bacteria, Proteobacteria, Alphaproteobacteria, Ellin329, , , 
OTU_3450,Bacteria, Proteobacteria, Alphaproteobacteria, BD7-3, , , 
OTU_2776,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_1600,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
OTU_1508,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, , 
OTU_3081,Bacteria, Acidobacteria, Acidobacteria-5, , , , 
OTU_1685,Bacteria, Acidobacteria, Acidobacteria-6, CCU21, , , 
OTU_3418,Bacteria, OD1, , , , , 
OTU_1180,Bacteria, Tenericutes, RF3, ML615J-28, , , 
OTU_354,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, , 
OTU_1246,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_1597,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], , 
OTU_552,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, cecorum
OTU_3561,Bacteria, Proteobacteria, Deltaproteobacteria,,,,
OTU_172,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,
OTU_1100,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Arthrobacter,
OTU_3880,Bacteria, TM6, SJA-4, , , , 
OTU_3634,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, phosphatis
OTU_3316,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_3205,Bacteria, Acidobacteria, , , , , 
OTU_3543,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_2649,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, mb2424, , 
OTU_1620,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_512,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
OTU_2943,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_2701,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Uliginosibacterium, 
OTU_488,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, pallens
OTU_1714,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
OTU_2742,Bacteria, Proteobacteria, TA18, PHOS-HD29, , , 
OTU_2653,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_710,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, 
OTU_2183,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_1801,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], , 
